,id,academy_id,school_type,grade,status
2058,I101854,D4221,3,3,1
2059,I101855,D4221,3,3,1
2060,I101856,D4221,3,3,1
2061,I101857,D1287,3,3,2
2062,I101858,D1287,3,3,2
2068,I101863,D4120,3,3,2
2074,I101869,D4627,3,3,1
2076,I101870,D2072,3,3,2
2077,I101871,D2474,3,3,1
2079,I101873,D2072,3,3,2
2081,I101875,D4640,3,3,0
2082,I101876,D4640,3,3,1
2093,I101886,D2263,3,3,2
2095,I101888,D1254,3,3,1
2096,I101889,D1673,3,3,1
2098,I101890,D1673,3,3,1
2099,I101891,D1673,3,3,1
2102,I101894,D1649,3,3,2
2105,I101897,D1673,3,3,1
2106,I101898,D2410,3,3,1
2108,I1019,D0060,3,3,1
2110,I101900,D0996,3,3,1
2115,I101905,D3462,3,3,2
2116,I101906,D3462,3,3,2
2118,I101908,D3462,3,3,2
2120,I10191,D0580,3,3,2
2129,I101918,D0622,3,3,2
2130,I101919,D0622,3,3,2
2131,I10192,D0579,3,3,1
2132,I101920,D4437,3,3,2
2133,I101921,D4437,3,3,0
2134,I101922,D2399,3,3,0
2136,I101924,D3879,3,3,1
2137,I101925,D0642,3,3,2
2140,I101928,D4558,3,3,0
2141,I101929,D1254,3,3,1
2142,I10193,D0579,3,3,1
2143,I101930,D4558,3,3,0
2144,I101931,D1254,3,3,1
2145,I101932,D4542,3,3,2
2153,I10194,D0579,3,3,1
2154,I101940,D1931,3,3,2
2159,I101945,D0469,3,3,1
2160,I101946,D3636,3,3,0
2161,I101947,D4013,3,3,1
2164,I10195,D0579,3,3,1
2166,I101951,D4013,3,3,1
2169,I101954,D4861,3,3,2
2170,I101955,D1254,3,3,1
2172,I101957,D2194,3,3,2
2175,I10196,D0579,3,3,1
2180,I101964,D4745,3,3,1
2181,I101965,D1488,3,3,2
2182,I101966,D4317,3,3,2
2183,I101967,D4317,3,3,2
2184,I101968,D0309,3,3,1
2185,I101969,D4317,3,3,2
2186,I10197,D0579,3,3,1
2187,I101970,D1144,3,3,1
2188,I101971,D3920,3,3,1
2192,I101975,D1254,3,3,1
2193,I101976,D2411,3,3,1
2194,I101977,D2411,3,3,1
2195,I101978,D1469,3,3,0
2196,I101979,D1254,3,3,1
2197,I10198,D0579,3,3,1
2200,I101982,D1287,3,3,2
2202,I101984,D4507,3,3,2
2205,I101987,D0957,3,3,2
2206,I101988,D0957,3,3,2
2207,I101989,D3514,3,3,1
2208,I10199,D0579,3,3,1
2211,I101992,D2365,3,3,1
2212,I101993,D2365,3,3,1
2214,I101995,D1488,3,3,2
2219,I102,D0014,3,3,0
2220,I1020,D0060,3,3,1
2221,I10200,D0579,3,3,1
2223,I102001,D1365,3,3,1
2224,I102002,D2272,3,3,0
2226,I102004,D4561,3,3,2
2227,I102005,D2255,3,3,1
2228,I102006,D0157,3,3,1
2229,I102007,D2255,3,3,0
2230,I102008,D2024,3,3,1
2232,I10201,D0579,3,3,1
2235,I102012,D2024,3,3,1
2236,I102013,D2024,3,3,1
2239,I102016,D2410,3,3,1
2240,I102017,D2024,3,3,1
2242,I102019,D4437,3,3,2
2243,I10202,D0579,3,3,1
2254,I10203,D0579,3,3,1
2255,I102030,D3993,3,3,1
2256,I102031,D3912,3,3,1
2257,I102032,D3993,3,3,1
2259,I102034,D3993,3,3,1
2264,I102039,D1802,3,3,0
2265,I10204,D0579,3,3,1
2266,I102040,D3993,3,3,1
2267,I102041,D1546,3,3,1
2271,I102045,D4769,3,3,0
2272,I102046,D0040,3,3,1
2275,I102049,D1125,3,3,2
2276,I10205,D0579,3,3,1
2277,I102050,D0797,3,3,2
2280,I102053,D1036,3,3,1
2281,I102054,D4471,3,3,1
2282,I102055,D4471,3,3,1
2284,I102057,D3011,3,3,2
2285,I102058,D2613,3,3,0
2286,I102059,D3399,3,3,1
2287,I10206,D0579,3,3,1
2289,I102061,D3284,3,3,1
2290,I102062,D3284,3,3,1
2293,I102065,D2410,3,3,1
2294,I102066,D1700,3,3,2
2295,I102067,D1832,3,3,1
2297,I102069,D2300,3,3,1
2298,I10207,D0579,3,3,1
2299,I102070,D1700,3,3,2
2303,I102074,D1700,3,3,2
2304,I102075,D0522,3,3,2
2305,I102076,D4019,3,3,1
2306,I102077,D4019,3,3,1
2307,I102078,D0930,3,3,1
2309,I10208,D0579,3,3,1
2310,I102080,D0930,3,3,1
2311,I102081,D0930,3,3,1
2312,I102082,D4019,3,3,1
2316,I102086,D4607,3,3,1
2319,I102089,D2365,3,3,1
2320,I10209,D0579,3,3,1
2326,I102095,D4113,3,3,0
2330,I102099,D0625,3,3,1
2331,I1021,D0060,3,3,1
2332,I10210,D0579,3,3,1
2333,I102100,D4581,3,3,2
2334,I102101,D4581,3,3,2
2335,I102102,D4581,3,3,1
2336,I102103,D4581,3,3,2
2337,I102104,D4581,3,3,2
2338,I102105,D4581,3,3,2
2339,I102106,D4581,3,3,2
2340,I102107,D4581,3,3,2
2341,I102108,D2891,3,3,0
2342,I102109,D1817,3,3,2
2343,I10211,D0579,3,3,1
2344,I102110,D1817,3,3,2
2353,I102119,D1708,3,3,1
2354,I10212,D0579,3,3,1
2355,I102120,D1708,3,3,1
2356,I102121,D3090,3,3,1
2357,I102122,D3090,3,3,1
2358,I102123,D3090,3,3,1
2362,I102127,D4733,3,3,0
2365,I10213,D0579,3,3,1
2366,I102130,D1510,3,3,1
2368,I102132,D1510,3,3,1
2369,I102133,D1510,3,3,1
2370,I102134,D1510,3,3,1
2374,I102138,D4357,3,3,2
2376,I10214,D0579,3,3,1
2379,I102142,D4759,3,3,2
2382,I102145,D4069,3,3,1
2384,I102147,D2613,3,3,0
2387,I10215,D0553,3,3,1
2390,I102152,D4759,3,3,2
2392,I102154,D4759,3,3,2
2393,I102155,D0985,3,3,0
2394,I102156,D4759,3,3,2
2398,I10216,D0553,3,3,0
2401,I102162,D1828,3,3,2
2409,I10217,D0582,3,3,0
2410,I102170,D4650,3,3,2
2411,I102171,D4650,3,3,2
2412,I102172,D4650,3,3,2
2415,I102175,D4650,3,3,2
2416,I102176,D4650,3,3,2
2417,I102177,D4766,3,3,2
2418,I102178,D4650,3,3,2
2419,I102179,D4650,3,3,2
2420,I10218,D0573,3,3,0
2422,I102181,D4650,3,3,2
2423,I102182,D4650,3,3,2
2424,I102183,D4650,3,3,2
2427,I102186,D4650,3,3,2
2428,I102187,D1692,3,3,2
2429,I102188,D4181,3,3,2
2431,I10219,D0553,3,3,2
2436,I102194,D4766,3,3,2
2437,I102195,D4766,3,3,2
2438,I102196,D4766,3,3,2
2440,I102198,D4766,3,3,2
2441,I102199,D4766,3,3,2
2442,I1022,D0060,3,3,1
2443,I10220,D0553,3,3,2
2444,I102200,D4766,3,3,2
2445,I102201,D4765,3,3,2
2446,I102202,D4766,3,3,2
2447,I102203,D4650,3,3,2
2449,I102205,D4766,3,3,2
2450,I102206,D4650,3,3,2
2453,I102209,D4650,3,3,2
2454,I10221,D0553,3,3,2
2458,I102213,D4650,3,3,2
2465,I10222,D0553,3,3,2
2467,I102221,D4650,3,3,2
2468,I102222,D4751,3,3,0
2470,I102224,D4751,3,3,1
2472,I102226,D4751,3,3,1
2477,I102230,D4751,3,3,1
2478,I102231,D4765,3,3,2
2479,I102232,D4751,3,3,1
2480,I102233,D4751,3,3,1
2481,I102234,D1771,3,3,2
2482,I102235,D1771,3,3,2
2483,I102236,D4751,3,3,1
2484,I102237,D1771,3,3,1
2485,I102238,D4751,3,3,0
2489,I102241,D4751,3,3,1
2490,I102242,D4751,3,3,1
2492,I102244,D4751,3,3,1
2496,I102248,D4751,3,3,1
2498,I10225,D0580,3,3,1
2500,I102251,D4751,3,3,1
2506,I102257,D4751,3,3,1
2509,I10226,D0555,3,3,2
2510,I102260,D4751,3,3,1
2513,I102263,D4751,3,3,1
2519,I102269,D4751,3,3,1
2520,I10227,D0580,3,3,1
2522,I102271,D2162,3,3,2
2523,I102272,D2095,3,3,1
2524,I102273,D4751,3,3,1
2525,I102274,D2162,3,3,2
2530,I102279,D1144,3,3,1
2543,I102290,D4767,3,3,1
2546,I102293,D4766,3,3,2
2548,I102295,D4766,3,3,2
2550,I102297,D4766,3,3,2
2551,I102298,D4766,3,3,2
2553,I1023,D0060,3,3,1
2555,I102300,D4766,3,3,2
2556,I102301,D4766,3,3,2
2557,I102302,D4766,3,3,2
2558,I102303,D4766,3,3,2
2559,I102304,D4766,3,3,2
2560,I102305,D4766,3,3,2
2561,I102306,D4766,3,3,2
2562,I102307,D4766,3,3,2
2563,I102308,D4766,3,3,2
2564,I102309,D4766,3,3,2
2566,I102310,D4766,3,3,2
2567,I102311,D4766,3,3,2
2569,I102313,D4766,3,3,2
2571,I102315,D4766,3,3,2
2572,I102316,D4766,3,3,2
2573,I102317,D4766,3,3,2
2574,I102318,D4766,3,3,2
2577,I102320,D4766,3,3,2
2578,I102321,D4766,3,3,2
2579,I102322,D4766,3,3,2
2580,I102323,D4766,3,3,2
2581,I102324,D4766,3,3,2
2582,I102325,D4766,3,3,2
2584,I102327,D4766,3,3,2
2585,I102328,D4766,3,3,2
2586,I102329,D4766,3,3,2
2588,I102330,D4766,3,3,2
2589,I102331,D4766,3,3,2
2590,I102332,D4766,3,3,2
2591,I102333,D4766,3,3,2
2592,I102334,D4766,3,3,2
2593,I102335,D4766,3,3,2
2594,I102336,D4766,3,3,2
2595,I102337,D4766,3,3,2
2597,I102339,D4766,3,3,2
2599,I102340,D4766,3,3,2
2600,I102341,D4766,3,3,2
2602,I102343,D4372,3,3,1
2604,I102345,D4372,3,3,1
2606,I102347,D4766,3,3,2
2607,I102348,D2523,3,3,1
2608,I102349,D4372,3,3,1
2610,I102350,D4372,3,3,1
2612,I102352,D4766,3,3,2
2621,I102360,D4522,3,3,2
2624,I102363,D1771,3,3,1
2631,I10237,D0157,3,3,1
2633,I102371,D0838,3,3,0
2644,I102381,D2400,3,3,1
2645,I102382,D0469,3,3,1
2647,I102384,D4748,3,3,2
2653,I10239,D0580,3,3,1
2656,I102392,D1510,3,3,1
2660,I102396,D4372,3,3,1
2664,I1024,D0060,3,3,1
2665,I10240,D0580,3,3,1
2673,I102407,D3162,3,3,1
2676,I10241,D0554,3,3,0
2683,I102416,D4525,3,3,1
2687,I10242,D0554,3,3,1
2697,I10243,D0474,3,3,1
2705,I102437,D0124,3,3,2
2708,I10244,D0223,3,3,1
2712,I102443,D4265,3,3,1
2713,I102444,D3463,3,3,2
2719,I10245,D0570,3,3,0
2723,I102453,D2072,3,3,2
2730,I10246,D0474,3,3,1
2731,I102460,D3492,3,3,2
2732,I102461,D3492,3,3,2
2733,I102462,D3492,3,3,2
2734,I102463,D3492,3,3,2
2735,I102464,D1917,3,3,2
2736,I102465,D3492,3,3,2
2737,I102466,D3492,3,3,2
2738,I102467,D4442,3,3,1
2741,I10247,D0474,3,3,1
2742,I102470,D4126,3,3,1
2743,I102471,D0642,3,3,2
2746,I102474,D4442,3,3,2
2751,I102479,D4756,3,3,1
2752,I10248,D0580,3,3,1
2753,I102480,D4157,3,3,0
2762,I102489,D4609,3,3,0
2763,I10249,D0570,3,3,0
2767,I102493,D3730,3,3,1
2771,I102497,D0642,3,3,2
2772,I102498,D2389,3,3,1
2773,I102499,D1488,3,3,2
2774,I1025,D0060,3,3,1
2775,I10250,D0570,3,3,0
2777,I102501,D4756,3,3,1
2780,I102504,D4756,3,3,1
2781,I102505,D4734,3,3,1
2782,I102506,D2720,3,3,2
2783,I102507,D4734,3,3,1
2785,I102509,D3548,3,3,1
2786,I10251,D0570,3,3,0
2788,I102511,D4640,3,3,0
2789,I102512,D4640,3,3,0
2790,I102513,D4640,3,3,0
2792,I102515,D4329,3,3,0
2794,I102517,D4019,3,3,1
2796,I10252,D0581,3,3,1
2797,I102520,D4525,3,3,1
2799,I102522,D4751,3,3,1
2800,I102523,D4607,3,3,1
2801,I102524,D4748,3,3,2
2806,I102529,D4748,3,3,2
2807,I10253,D0581,3,3,1
2808,I102530,D4748,3,3,2
2809,I102531,D2255,3,3,0
2810,I102532,D4748,3,3,2
2811,I102533,D4748,3,3,2
2812,I102534,D4748,3,3,2
2813,I102535,D4748,3,3,2
2814,I102536,D4748,3,3,2
2815,I102537,D4748,3,3,2
2816,I102538,D4748,3,3,2
2818,I10254,D0581,3,3,1
2819,I102540,D4748,3,3,2
2820,I102541,D3399,3,3,1
2821,I102542,D4748,3,3,2
2822,I102543,D4471,3,3,2
2823,I102544,D1852,3,3,0
2825,I102546,D1852,3,3,0
2826,I102547,D1852,3,3,0
2828,I102549,D1852,3,3,0
2829,I10255,D0581,3,3,1
2830,I102550,D0817,3,3,1
2831,I102551,D0817,3,3,1
2833,I102553,D1892,3,3,1
2836,I102556,D2720,3,3,2
2837,I102557,D1584,3,3,1
2840,I10256,D0581,3,3,1
2844,I102563,D3501,3,3,1
2845,I102564,D2095,3,3,1
2846,I102565,D3302,3,3,1
2847,I102566,D1096,3,3,2
2849,I102568,D3501,3,3,1
2850,I102569,D3501,3,3,1
2851,I10257,D0563,3,3,1
2852,I102570,D4062,3,3,1
2862,I10258,D0569,3,3,1
2864,I102581,D4231,3,3,0
2865,I102582,D4231,3,3,0
2866,I102583,D1409,3,3,2
2867,I102584,D3840,3,3,2
2869,I102586,D4566,3,3,2
2873,I10259,D0133,3,3,1
2876,I102592,D3706,3,3,0
2878,I102594,D3999,3,3,1
2883,I102599,D4446,3,3,2
2884,I1026,D0060,3,3,2
2885,I10260,D0573,3,3,1
2886,I102600,D0596,3,3,2
2890,I102604,D3751,3,3,1
2891,I102605,D2837,3,3,2
2893,I102607,D3489,3,3,2
2895,I102609,D1144,3,3,1
2896,I10261,D0405,3,3,0
2907,I10262,D0579,3,3,0
2908,I102620,D1769,3,3,2
2909,I102621,D1096,3,3,2
2910,I102622,D2255,3,3,1
2911,I102623,D1343,3,3,1
2912,I102624,D3077,3,3,2
2913,I102625,D2400,3,3,1
2917,I102629,D4548,3,3,2
2918,I10263,D0285,3,3,1
2919,I102630,D1692,3,3,2
2920,I102631,D1692,3,3,2
2921,I102632,D1692,3,3,2
2922,I102633,D1692,3,3,2
2923,I102634,D1692,3,3,2
2924,I102635,D4640,3,3,0
2925,I102636,D4756,3,3,1
2926,I102637,D4756,3,3,1
2927,I102638,D4742,3,3,2
2928,I102639,D4756,3,3,1
2929,I10264,D0569,3,3,1
2930,I102640,D4756,3,3,1
2931,I102641,D4756,3,3,1
2932,I102642,D4756,3,3,1
2933,I102643,D4756,3,3,1
2934,I102644,D4756,3,3,1
2935,I102645,D1546,3,3,2
2937,I102647,D0796,3,3,2
2940,I10265,D0124,3,3,2
2941,I102650,D4771,3,3,0
2947,I102656,D4569,3,3,0
2950,I102659,D2400,3,3,1
2951,I10266,D0124,3,3,2
2952,I102660,D2400,3,3,1
2953,I102661,D2400,3,3,1
2955,I102663,D2400,3,3,1
2960,I102668,D3733,3,3,1
2962,I10267,D0554,3,3,0
2964,I102671,D4060,3,3,1
2965,I102672,D4060,3,3,1
2972,I102679,D3489,3,3,2
2973,I10268,D0292,3,3,2
2976,I102682,D4745,3,3,1
2984,I10269,D0490,3,3,1
2996,I10270,D0490,3,3,1
3001,I102704,D0124,3,3,2
3002,I102705,D4483,3,3,2
3004,I102707,D0018,3,3,1
3006,I102709,D0018,3,3,1
3007,I10271,D0490,3,3,1
3014,I102716,D0157,3,3,1
3022,I102723,D0124,3,3,0
3023,I102724,D0124,3,3,0
3029,I10273,D0492,3,3,1
3040,I10274,D0492,3,3,1
3041,I102740,D2367,3,3,0
3043,I102742,D4641,3,3,1
3047,I102746,D4641,3,3,1
3049,I102748,D4641,3,3,1
3051,I10275,D0492,3,3,0
3058,I102756,D4641,3,3,1
3060,I102758,D4641,3,3,0
3063,I102760,D4641,3,3,1
3065,I102762,D4705,3,3,1
3066,I102763,D4641,3,3,1
3067,I102764,D4705,3,3,1
3069,I102766,D4705,3,3,1
3071,I102768,D4705,3,3,1
3073,I10277,D0492,3,3,0
3076,I102772,D0124,3,3,2
3078,I102774,D4410,3,3,1
3084,I10278,D0492,3,3,1
3085,I102780,D2523,3,3,1
3087,I102782,D2011,3,3,1
3088,I102783,D4278,3,3,2
3089,I102784,D4641,3,3,1
3090,I102785,D4641,3,3,1
3091,I102786,D4641,3,3,1
3093,I102788,D4641,3,3,1
3094,I102789,D4641,3,3,1
3095,I10279,D0492,3,3,0
3097,I102791,D4641,3,3,1
3098,I102792,D1692,3,3,2
3101,I102795,D4641,3,3,1
3104,I102798,D4641,3,3,1
3105,I102799,D1692,3,3,2
3106,I1028,D0060,3,3,1
3107,I10280,D0492,3,3,0
3108,I102800,D4641,3,3,1
3110,I102802,D4641,3,3,1
3111,I102803,D1692,3,3,2
3112,I102804,D4641,3,3,1
3113,I102805,D1692,3,3,2
3114,I102806,D1692,3,3,2
3115,I102807,D1692,3,3,2
3116,I102808,D1692,3,3,2
3117,I102809,D4641,3,3,1
3118,I10281,D0492,3,3,0
3119,I102810,D1692,3,3,2
3120,I102811,D1692,3,3,2
3121,I102812,D4641,3,3,1
3123,I102814,D4641,3,3,1
3124,I102815,D1692,3,3,2
3125,I102816,D4641,3,3,1
3126,I102817,D4641,3,3,1
3127,I102818,D1692,3,3,2
3128,I102819,D4641,3,3,1
3129,I10282,D0492,3,3,1
3130,I102820,D4641,3,3,1
3131,I102821,D4641,3,3,1
3132,I102822,D4641,3,3,1
3133,I102823,D1692,3,3,2
3134,I102824,D4641,3,3,1
3135,I102825,D1692,3,3,2
3136,I102826,D4641,3,3,1
3137,I102827,D1692,3,3,2
3138,I102828,D4641,3,3,1
3140,I10283,D0223,3,3,1
3142,I102832,D1692,3,3,2
3143,I102833,D1692,3,3,2
3144,I102834,D4641,3,3,1
3145,I102835,D4641,3,3,1
3146,I102836,D4641,3,3,1
3147,I102837,D1692,3,3,2
3148,I102838,D4641,3,3,1
3149,I102839,D4641,3,3,1
3150,I10284,D0569,3,3,1
3151,I102840,D4641,3,3,1
3152,I102841,D4028,3,3,1
3153,I102842,D4641,3,3,1
3155,I102844,D4641,3,3,1
3157,I102846,D4641,3,3,1
3158,I102847,D1692,3,3,2
3159,I102848,D4641,3,3,1
3161,I10285,D0149,3,3,1
3162,I102850,D4641,3,3,1
3163,I102851,D4641,3,3,1
3164,I102852,D4641,3,3,1
3165,I102853,D1692,3,3,2
3166,I102854,D4641,3,3,1
3167,I102855,D1692,3,3,2
3168,I102856,D4554,3,3,2
3169,I102857,D4641,3,3,1
3170,I102858,D1692,3,3,2
3171,I102859,D4641,3,3,1
3172,I10286,D0149,3,3,1
3173,I102860,D1692,3,3,2
3174,I102861,D1692,3,3,2
3175,I102862,D4641,3,3,1
3176,I102863,D1692,3,3,2
3177,I102864,D4641,3,3,1
3178,I102865,D1692,3,3,2
3179,I102866,D1692,3,3,2
3180,I102867,D4641,3,3,1
3181,I102868,D1692,3,3,2
3182,I102869,D4641,3,3,1
3183,I10287,D0365,3,3,0
3185,I102871,D4641,3,3,1
3186,I102872,D4641,3,3,1
3187,I102873,D4641,3,3,1
3188,I102874,D4641,3,3,1
3189,I102875,D4641,3,3,1
3191,I102877,D4619,3,3,1
3192,I102878,D2720,3,3,2
3193,I102879,D2720,3,3,2
3194,I10288,D0365,3,3,1
3195,I102880,D2720,3,3,2
3197,I102882,D2720,3,3,2
3198,I102883,D2720,3,3,2
3199,I102884,D2720,3,3,2
3200,I102885,D2720,3,3,2
3201,I102886,D2720,3,3,2
3203,I102888,D1096,3,3,2
3204,I102889,D0157,3,3,0
3207,I102891,D1096,3,3,2
3210,I102894,D3943,3,3,0
3213,I102897,D3943,3,3,1
3214,I102898,D3943,3,3,0
3216,I1029,D0060,3,3,1
3217,I10290,D0308,3,3,2
3218,I102900,D4404,3,3,0
3219,I102901,D4404,3,3,0
3228,I10291,D0149,3,3,1
3230,I102911,D0555,3,3,2
3239,I10292,D0149,3,3,1
3240,I102920,D4759,3,3,2
3241,I102921,D4759,3,3,2
3250,I10293,D0554,3,3,0
3256,I102935,D0910,3,3,1
3257,I102936,D1662,3,3,1
3260,I102939,D1649,3,3,2
3261,I10294,D0446,3,3,1
3262,I102940,D1662,3,3,0
3264,I102942,D1044,3,3,2
3265,I102943,D3897,3,3,1
3266,I102944,D3897,3,3,1
3267,I102945,D3897,3,3,1
3268,I102946,D3897,3,3,1
3269,I102947,D3897,3,3,1
3272,I10295,D0446,3,3,1
3273,I102950,D1254,3,3,1
3279,I102956,D4661,3,3,1
3280,I102957,D3323,3,3,0
3281,I102958,D3323,3,3,1
3283,I10296,D0306,3,3,0
3285,I102961,D4661,3,3,1
3286,I102962,D4661,3,3,1
3287,I102963,D4661,3,3,1
3291,I102967,D4661,3,3,1
3292,I102968,D4661,3,3,1
3293,I102969,D4661,3,3,1
3294,I10297,D0242,3,3,1
3296,I102971,D4661,3,3,0
3297,I102972,D4661,3,3,1
3298,I102973,D2389,3,3,1
3299,I102974,D4661,3,3,1
3300,I102975,D2389,3,3,1
3301,I102976,D4661,3,3,1
3302,I102977,D2389,3,3,1
3303,I102978,D4538,3,3,0
3305,I10298,D0579,3,3,0
3308,I102982,D4661,3,3,1
3311,I102985,D4661,3,3,1
3312,I102986,D4661,3,3,1
3316,I10299,D0157,3,3,2
3318,I102991,D4661,3,3,1
3319,I102992,D3162,3,3,1
3320,I102993,D4661,3,3,1
3321,I102994,D4661,3,3,1
3322,I102995,D4661,3,3,1
3323,I102996,D4661,3,3,1
3325,I102998,D4661,3,3,1
3326,I102999,D4661,3,3,1
3327,I103,D0014,3,3,0
3328,I1030,D0060,3,3,1
3329,I10300,D0124,3,3,2
3330,I103000,D4661,3,3,2
3331,I103001,D4661,3,3,1
3332,I103002,D4740,3,3,2
3333,I103003,D1287,3,3,2
3338,I103008,D1773,3,3,1
3342,I103011,D0797,3,3,2
3344,I103013,D4779,3,3,1
3345,I103014,D4779,3,3,1
3346,I103015,D4779,3,3,1
3347,I103016,D4779,3,3,2
3348,I103017,D4779,3,3,2
3349,I103018,D4779,3,3,2
3350,I103019,D4779,3,3,2
3351,I10302,D0569,3,3,0
3352,I103020,D4779,3,3,2
3353,I103021,D4779,3,3,2
3354,I103022,D4779,3,3,1
3355,I103023,D4779,3,3,1
3356,I103024,D4779,3,3,2
3357,I103025,D4779,3,3,2
3358,I103026,D4769,3,3,0
3359,I103027,D4769,3,3,0
3360,I103028,D4769,3,3,0
3361,I103029,D0501,3,3,1
3362,I10303,D0577,3,3,0
3365,I103032,D2400,3,3,1
3366,I103033,D2400,3,3,1
3370,I103037,D1614,3,3,2
3371,I103038,D1614,3,3,2
3373,I10304,D0434,3,3,2
3375,I103041,D3911,3,3,2
3381,I103047,D0954,3,3,1
3383,I103049,D4754,3,3,0
3384,I10305,D0434,3,3,2
3386,I103051,D1302,3,3,2
3394,I103059,D1917,3,3,2
3395,I10306,D0579,3,3,0
3398,I103062,D4442,3,3,2
3400,I103064,D2119,3,3,2
3401,I103065,D2119,3,3,1
3402,I103066,D0133,3,3,1
3403,I103067,D0133,3,3,1
3404,I103068,D2119,3,3,2
3406,I10307,D0563,3,3,1
3407,I103070,D2119,3,3,2
3408,I103071,D2119,3,3,2
3409,I103072,D4395,3,3,2
3410,I103073,D4395,3,3,2
3411,I103074,D1692,3,3,2
3412,I103075,D1692,3,3,2
3413,I103076,D1692,3,3,2
3414,I103077,D1692,3,3,2
3415,I103078,D1692,3,3,2
3416,I103079,D1692,3,3,2
3417,I10308,D0512,3,3,1
3418,I103080,D1692,3,3,2
3420,I103082,D4861,3,3,2
3421,I103083,D4861,3,3,2
3422,I103084,D4861,3,3,2
3423,I103085,D1125,3,3,2
3424,I103086,D4861,3,3,2
3425,I103087,D4861,3,3,1
3427,I103089,D4861,3,3,2
3428,I10309,D0149,3,3,1
3429,I103090,D4861,3,3,1
3430,I103091,D4770,3,3,0
3432,I103093,D1488,3,3,2
3437,I103098,D1488,3,3,2
3438,I103099,D4353,3,3,0
3439,I1031,D0060,3,3,1
3440,I10310,D0386,3,3,0
3443,I103102,D3548,3,3,1
3444,I103103,D3548,3,3,1
3445,I103104,D1692,3,3,2
3447,I103106,D1692,3,3,2
3448,I103107,D1692,3,3,2
3449,I103108,D1692,3,3,2
3450,I103109,D3090,3,3,1
3451,I10311,D0427,3,3,1
3452,I103110,D1692,3,3,2
3453,I103111,D1692,3,3,2
3455,I103113,D1692,3,3,2
3456,I103114,D1692,3,3,2
3457,I103115,D1488,3,3,0
3458,I103116,D4530,3,3,1
3459,I103117,D3077,3,3,1
3460,I103118,D3809,3,3,0
3461,I103119,D3809,3,3,1
3462,I10312,D0427,3,3,1
3463,I103121,D1692,3,3,2
3464,I103122,D3631,3,3,2
3465,I103123,D1692,3,3,2
3466,I103124,D1692,3,3,2
3467,I103125,D1692,3,3,2
3468,I103126,D1692,3,3,2
3469,I103127,D1692,3,3,2
3471,I103129,D1692,3,3,2
3473,I103130,D1692,3,3,2
3474,I103131,D0490,3,3,1
3475,I103132,D0809,3,3,0
3476,I103133,D0809,3,3,0
3477,I103134,D0809,3,3,0
3478,I103135,D0809,3,3,0
3479,I103136,D0797,3,3,2
3480,I103137,D0809,3,3,0
3481,I103138,D4236,3,3,2
3482,I103139,D2400,3,3,1
3483,I10314,D0336,3,3,0
3484,I103140,D2400,3,3,1
3485,I103141,D2400,3,3,1
3486,I103142,D2400,3,3,1
3487,I103143,D2400,3,3,1
3488,I103144,D2400,3,3,1
3489,I103145,D2400,3,3,1
3490,I103146,D2400,3,3,1
3491,I103147,D2400,3,3,1
3492,I103148,D2400,3,3,1
3493,I103149,D2400,3,3,1
3495,I103150,D2400,3,3,1
3496,I103151,D2400,3,3,1
3497,I103152,D2400,3,3,1
3498,I103153,D2400,3,3,1
3499,I103154,D2400,3,3,1
3500,I103155,D2400,3,3,1
3501,I103156,D2400,3,3,1
3502,I103157,D2400,3,3,1
3503,I103158,D2400,3,3,1
3504,I103159,D2400,3,3,1
3506,I103160,D2400,3,3,1
3507,I103161,D2400,3,3,1
3508,I103162,D2400,3,3,1
3509,I103163,D2400,3,3,1
3510,I103164,D2400,3,3,1
3511,I103165,D2400,3,3,1
3512,I103166,D2400,3,3,1
3513,I103167,D2400,3,3,1
3514,I103168,D2400,3,3,1
3515,I103169,D2400,3,3,1
3518,I103171,D4605,3,3,2
3521,I103174,D4776,3,3,0
3523,I103176,D4770,3,3,0
3534,I103186,D1128,3,3,1
3535,I103187,D1128,3,3,1
3536,I103188,D1128,3,3,1
3537,I103189,D1128,3,3,1
3539,I103190,D1128,3,3,1
3540,I103191,D1128,3,3,1
3543,I103194,D4770,3,3,0
3545,I103196,D4770,3,3,0
3546,I103197,D4770,3,3,0
3547,I103198,D4770,3,3,0
3548,I103199,D4770,3,3,0
3549,I1032,D0060,3,3,2
3551,I103200,D4770,3,3,0
3553,I103202,D4784,3,3,0
3554,I103203,D4784,3,3,0
3555,I103204,D4784,3,3,0
3556,I103205,D4784,3,3,0
3557,I103206,D4784,3,3,0
3558,I103207,D4784,3,3,0
3559,I103208,D4770,3,3,1
3560,I103209,D0530,3,3,1
3568,I103216,D1692,3,3,2
3573,I103220,D1692,3,3,2
3576,I103223,D1692,3,3,2
3577,I103224,D1692,3,3,2
3578,I103225,D1692,3,3,2
3579,I103226,D1692,3,3,2
3580,I103227,D3635,3,3,2
3581,I103228,D2264,3,3,2
3584,I103230,D2264,3,3,2
3585,I103231,D3634,3,3,1
3587,I103233,D4572,3,3,1
3588,I103234,D4572,3,3,1
3590,I103236,D4572,3,3,2
3591,I103237,D4572,3,3,1
3592,I103238,D4572,3,3,2
3597,I103242,D4069,3,3,1
3600,I103245,D2475,3,3,2
3602,I103247,D4081,3,3,1
3604,I103249,D4714,3,3,0
3606,I103250,D1947,3,3,2
3612,I103256,D4785,3,3,1
