,id,academy_id,school_type,grade,status
17241,I116597,D0613,3,3,2
17242,I116598,D5369,3,3,0
17243,I116599,D5369,3,3,0
17244,I1166,D0065,3,3,2
17246,I116600,D5369,3,3,1
17247,I116601,D0220,3,3,1
17248,I116602,D2523,3,3,1
17249,I116603,D5400,3,3,0
17250,I116604,D5400,3,3,0
17251,I116605,D5400,3,3,0
17252,I116606,D5400,3,3,0
17253,I116607,D5400,3,3,0
17254,I116608,D5400,3,3,0
17259,I116612,D5401,3,3,0
17260,I11662,D0490,3,3,1
17261,I11663,D0490,3,3,1
17262,I11664,D0490,3,3,1
17263,I11665,D0490,3,3,1
17264,I11666,D0490,3,3,1
17265,I11667,D0490,3,3,1
17266,I11668,D0490,3,3,1
17267,I11669,D0490,3,3,1
17269,I11670,D0490,3,3,1
17270,I11671,D0490,3,3,1
17271,I11672,D0490,3,3,1
17272,I11673,D0490,3,3,1
17273,I11674,D0490,3,3,1
17274,I11675,D0490,3,3,1
17275,I11676,D0490,3,3,1
17278,I116769,D5394,3,3,0
17279,I11677,D0490,3,3,1
17280,I116770,D5394,3,3,0
17281,I116771,D5394,3,3,0
17282,I116772,D5394,3,3,0
17283,I116773,D5394,3,3,0
17284,I116774,D5394,3,3,0
17285,I116775,D5394,3,3,0
17286,I116776,D5394,3,3,0
17290,I11678,D0230,3,3,2
17301,I11679,D0649,3,3,2
17313,I11680,D0418,3,3,2
17318,I116804,D2410,3,3,1
17322,I116808,D2116,3,3,1
17324,I11681,D0181,3,3,1
17325,I116810,D2116,3,3,1
17326,I116811,D2116,3,3,1
17327,I116812,D2116,3,3,1
17328,I116813,D2116,3,3,1
17329,I116814,D2365,3,3,2
17333,I116818,D2365,3,3,1
17335,I11682,D0232,3,3,2
17337,I116821,D1355,3,3,2
17338,I11683,D0232,3,3,2
17339,I11684,D0523,3,3,0
17340,I11685,D0553,3,3,0
17341,I11686,D0642,3,3,2
17342,I11687,D0563,3,3,1
17343,I11688,D0651,3,3,0
17344,I11689,D0656,3,3,1
17345,I1169,D0022,3,3,1
17346,I11690,D0651,3,3,1
17347,I11691,D0563,3,3,1
17349,I11693,D0190,3,3,1
17351,I11695,D0571,3,3,0
17352,I11696,D0571,3,3,0
17353,I11697,D0641,3,3,0
17354,I116976,D1355,3,3,2
17356,I11698,D0533,3,3,1
17357,I11699,D0508,3,3,0
17358,I117,D0016,3,3,1
17359,I1170,D0040,3,3,1
17360,I11700,D0667,3,3,0
17361,I11701,D0083,3,3,1
17362,I11702,D0347,3,3,2
17363,I11703,D0045,3,3,2
17365,I11705,D0634,3,3,1
17370,I1171,D0004,3,3,1
17371,I11710,D0083,3,3,1
17372,I11711,D0083,3,3,1
17373,I11712,D0083,3,3,1
17377,I117134,D2798,3,3,0
17378,I117135,D2798,3,3,0
17379,I117136,D2148,3,3,2
17380,I117137,D3150,3,3,1
17381,I117138,D2798,3,3,0
17382,I117139,D2798,3,3,0
17383,I11714,D0083,3,3,1
17384,I117140,D2798,3,3,0
17385,I117141,D4471,3,3,1
17388,I117144,D0563,3,3,1
17390,I117146,D4451,3,3,1
17392,I117148,D1134,3,3,1
17393,I117149,D5265,3,3,1
17394,I11715,D0083,3,3,1
17395,I117150,D3376,3,3,0
17396,I117151,D5396,3,3,1
17399,I117154,D5396,3,3,1
17400,I117155,D1773,3,3,1
17402,I117157,D3376,3,3,1
17404,I117159,D3376,3,3,1
17406,I117160,D5396,3,3,1
17407,I117161,D5396,3,3,1
17408,I117162,D5396,3,3,1
17409,I117163,D5396,3,3,1
17410,I117164,D4504,3,3,1
17411,I117165,D4273,3,3,1
17412,I117166,D5396,3,3,1
17413,I117167,D5396,3,3,1
17414,I117168,D5396,3,3,1
17415,I117169,D5396,3,3,1
17417,I117170,D5396,3,3,1
17418,I117171,D5396,3,3,1
17420,I117173,D5396,3,3,1
17422,I117175,D4410,3,3,0
17424,I117177,D3500,3,3,1
17428,I117180,D5396,3,3,1
17429,I117181,D5396,3,3,1
17430,I117182,D5396,3,3,1
17431,I117183,D5396,3,3,1
17432,I117184,D5396,3,3,1
17433,I117185,D5396,3,3,1
17434,I117186,D5396,3,3,1
17435,I117187,D5396,3,3,1
17437,I11719,D0634,3,3,1
17439,I117191,D1164,3,3,2
17441,I117193,D4278,3,3,2
17447,I117199,D0935,3,3,1
17448,I1172,D0067,3,3,1
17449,I11720,D0634,3,3,1
17450,I117200,D3004,3,3,1
17457,I117207,D3127,3,3,1
17461,I117210,D4132,3,3,2
17462,I117211,D3323,3,3,1
17463,I117212,D3001,3,3,2
17464,I117213,D3001,3,3,2
17465,I117214,D5201,3,3,0
17467,I117216,D5303,3,3,2
17470,I117219,D5111,3,3,1
17472,I117220,D3897,3,3,1
17473,I117221,D1557,3,3,1
17474,I117222,D2599,3,3,1
17476,I117224,D4069,3,3,1
17477,I117225,D2129,3,3,1
17480,I117228,D4060,3,3,1
17481,I117229,D4060,3,3,1
17483,I117230,D0555,3,3,1
17484,I117231,D1287,3,3,2
17485,I117232,D1287,3,3,2
17486,I117233,D1303,3,3,2
17487,I117234,D0018,3,3,1
17488,I117235,D3636,3,3,0
17489,I117236,D0855,3,3,2
17490,I117237,D2522,3,3,2
17491,I117238,D0820,3,3,1
17493,I11724,D0634,3,3,1
17494,I117240,D5407,3,3,0
17496,I117242,D4953,3,3,1
17497,I117243,D4953,3,3,1
17498,I117244,D2566,3,3,2
17500,I117246,D5412,3,3,0
17503,I117249,D0309,3,3,1
17507,I117252,D5370,3,3,1
17513,I117258,D0124,3,3,2
17514,I117259,D0124,3,3,2
17515,I11726,D0634,3,3,1
17516,I117260,D0124,3,3,2
17523,I117267,D5370,3,3,1
17524,I117268,D5370,3,3,1
17525,I117269,D4178,3,3,0
17527,I117270,D5201,3,3,0
17528,I117271,D5201,3,3,0
17536,I117279,D4860,3,3,2
17538,I117280,D4759,3,3,2
17539,I117281,D4759,3,3,2
17540,I117282,D1649,3,3,2
17542,I117284,D2403,3,3,1
17544,I117286,D5281,3,3,0
17545,I117287,D0309,3,3,1
17548,I11729,D0634,3,3,1
17553,I117294,D1134,3,3,1
17554,I117295,D1134,3,3,2
17555,I117296,D1134,3,3,2
17556,I117297,D1134,3,3,2
17557,I117298,D4958,3,3,1
17558,I117299,D1134,3,3,2
17559,I1173,D0067,3,3,1
17561,I117300,D1134,3,3,2
17562,I117301,D1134,3,3,1
17563,I117302,D1134,3,3,1
17564,I117303,D1134,3,3,1
17565,I117304,D1134,3,3,2
17566,I117305,D1134,3,3,2
17567,I117306,D1134,3,3,2
17568,I117307,D1134,3,3,1
17569,I117308,D1134,3,3,2
17570,I117309,D1134,3,3,2
17571,I11731,D0634,3,3,1
17572,I117310,D1134,3,3,1
17573,I117311,D1134,3,3,1
17574,I117312,D1134,3,3,2
17575,I117313,D1134,3,3,2
17576,I117314,D1134,3,3,1
17577,I117315,D3422,3,3,2
17578,I117316,D5127,3,3,2
17579,I117317,D5127,3,3,2
17580,I117318,D2669,3,3,1
17582,I11732,D0634,3,3,0
17591,I117328,D5219,3,3,1
17593,I11733,D0634,3,3,0
17595,I117331,D1510,3,3,0
17597,I117333,D5443,3,3,1
17600,I117336,D4759,3,3,2
17604,I11734,D0634,3,3,1
17605,I117340,D1917,3,3,2
17611,I117346,D1164,3,3,2
17612,I117347,D1805,3,3,2
17615,I11735,D0634,3,3,0
17617,I117351,D3967,3,3,0
17618,I117352,D4021,3,3,1
17619,I117353,D3399,3,3,2
17622,I117356,D5417,3,3,1
17626,I11736,D0634,3,3,0
17629,I117362,D0312,3,3,1
17635,I117368,D5415,3,3,2
17636,I117369,D5415,3,3,2
17637,I11737,D0634,3,3,1
17640,I117372,D1488,3,3,2
17641,I117373,D3889,3,3,2
17642,I117374,D1066,3,3,0
17644,I117376,D2255,3,3,1
17646,I117378,D4650,3,3,2
17647,I117379,D3064,3,3,2
17648,I11738,D0634,3,3,0
17649,I117380,D1773,3,3,1
17650,I117381,D1611,3,3,1
17651,I117382,D3511,3,3,2
17653,I117384,D5370,3,3,1
17655,I117386,D5370,3,3,1
17658,I117389,D5443,3,3,1
17659,I11739,D0634,3,3,0
17660,I117390,D5443,3,3,1
17661,I117391,D5443,3,3,1
17662,I117392,D5443,3,3,1
17663,I117393,D5443,3,3,1
17664,I117394,D5443,3,3,1
17665,I117395,D5443,3,3,1
17666,I117396,D5443,3,3,1
17667,I117397,D5443,3,3,1
17668,I117398,D5443,3,3,1
17669,I117399,D5443,3,3,1
17671,I11740,D0634,3,3,0
17672,I117400,D5443,3,3,1
17682,I11741,D0634,3,3,0
17686,I117413,D5443,3,3,1
17687,I117414,D5443,3,3,1
17688,I117415,D5443,3,3,1
17689,I117416,D5443,3,3,1
17690,I117417,D5443,3,3,1
17691,I117418,D4551,3,3,2
17692,I117419,D3038,3,3,0
17693,I11742,D0634,3,3,0
17695,I117421,D5417,3,3,1
17696,I117422,D5417,3,3,1
17697,I117423,D5417,3,3,1
17704,I11743,D0634,3,3,1
17715,I11744,D0634,3,3,0
17722,I117446,D0855,3,3,2
17723,I117447,D0855,3,3,2
17724,I117448,D0855,3,3,2
17726,I11745,D0653,3,3,1
17727,I117450,D2011,3,3,1
17731,I117454,D1785,3,3,2
17737,I11746,D0634,3,3,0
17748,I11747,D0634,3,3,2
17759,I11748,D0634,3,3,2
17766,I11749,D0634,3,3,1
17767,I1175,D0067,3,3,1
17768,I11750,D0634,3,3,1
17769,I11751,D0634,3,3,1
17770,I11752,D0634,3,3,0
17776,I11758,D0634,3,3,1
17777,I11759,D0634,3,3,0
17778,I1176,D0067,3,3,1
17779,I11760,D0634,3,3,1
17780,I11761,D0634,3,3,0
17781,I11762,D0634,3,3,0
17782,I11763,D0634,3,3,1
17783,I11764,D0634,3,3,1
17794,I11765,D0634,3,3,0
17797,I11767,D0653,3,3,1
17798,I11768,D0495,3,3,1
17799,I11769,D0495,3,3,1
17801,I11770,D0276,3,3,1
17802,I11771,D0232,3,3,0
17803,I11772,D0232,3,3,1
17804,I11773,D0652,3,3,0
17805,I11774,D0181,3,3,1
17806,I11775,D0634,3,3,1
17807,I11776,D0634,3,3,1
17808,I11777,D0634,3,3,1
17809,I11778,D0634,3,3,1
17810,I11779,D0601,3,3,1
17815,I117807,D4218,3,3,0
17816,I117808,D1683,3,3,1
17817,I117809,D4236,3,3,2
17818,I11781,D0563,3,3,1
17822,I117813,D4236,3,3,2
17829,I11782,D0276,3,3,2
17834,I117824,D2365,3,3,1
17835,I117825,D3321,3,3,1
17836,I117826,D1442,3,3,1
17838,I117828,D0123,3,3,0
17840,I11783,D0634,3,3,1
17846,I117835,D3980,3,3,0
17847,I117836,D3530,3,3,2
17851,I11784,D0634,3,3,1
17853,I117841,D4561,3,3,2
17854,I117842,D5227,3,3,1
17855,I117843,D5227,3,3,0
17856,I117844,D5227,3,3,1
17857,I117845,D5227,3,3,0
17858,I117846,D5227,3,3,1
17859,I117847,D5227,3,3,0
17860,I117848,D5227,3,3,0
17861,I117849,D0960,3,3,1
17862,I11785,D0634,3,3,1
17868,I117855,D5373,3,3,0
17869,I117856,D4276,3,3,0
17871,I117858,D1536,3,3,2
17872,I117859,D1536,3,3,1
17873,I11786,D0634,3,3,1
17875,I117861,D1174,3,3,1
17876,I117862,D1174,3,3,1
17878,I117864,D3011,3,3,2
17879,I117865,D3314,3,3,1
17880,I117866,D3314,3,3,1
17882,I117868,D2411,3,3,1
17883,I117869,D2411,3,3,1
17885,I117870,D5356,3,3,2
17886,I117871,D2411,3,3,1
17887,I117872,D4999,3,3,1
17888,I117873,D2720,3,3,2
17890,I117875,D3038,3,3,0
17891,I117876,D4779,3,3,1
17892,I117877,D3399,3,3,2
17893,I117878,D3399,3,3,2
17894,I117879,D1767,3,3,1
17896,I117880,D0123,3,3,0
17897,I117881,D0123,3,3,0
17900,I117884,D0949,3,3,1
17901,I117885,D0949,3,3,1
17902,I117886,D1879,3,3,1
17904,I117888,D0123,3,3,0
17905,I117889,D3548,3,3,1
17906,I11789,D0259,3,3,1
17907,I117890,D3548,3,3,1
17909,I117892,D2351,3,3,2
17914,I117897,D0040,3,3,1
17916,I117899,D3890,3,3,2
17919,I117900,D3399,3,3,2
17920,I117901,D1409,3,3,2
17921,I117902,D0886,3,3,0
17923,I117904,D3530,3,3,2
17924,I117905,D4935,3,3,1
17925,I117906,D1780,3,3,1
17929,I11791,D0088,3,3,1
17933,I117913,D1134,3,3,2
17938,I117918,D5053,3,3,1
17940,I11792,D0124,3,3,2
17942,I117921,D5358,3,3,2
17943,I117922,D4641,3,3,1
17944,I117923,D5358,3,3,2
17945,I117924,D4123,3,3,2
17946,I117925,D1650,3,3,2
17947,I117926,D2789,3,3,2
17949,I117928,D0122,3,3,1
17950,I117929,D3446,3,3,2
17951,I11793,D0124,3,3,2
17952,I117930,D1596,3,3,1
17953,I117931,D1596,3,3,1
17954,I117932,D2197,3,3,1
17958,I117936,D1125,3,3,2
17960,I117938,D1355,3,3,2
17961,I117939,D1283,3,3,2
17964,I117941,D2520,3,3,1
17966,I117943,D1447,3,3,1
17967,I117944,D1447,3,3,1
17968,I117945,D1650,3,3,2
17970,I117947,D0954,3,3,1
17972,I117949,D4571,3,3,1
17975,I117951,D0613,3,3,1
17977,I117953,D0613,3,3,1
17978,I117954,D4792,3,3,2
17979,I117955,D4999,3,3,1
17980,I117956,D2474,3,3,1
17981,I117957,D3711,3,3,2
17982,I117958,D4742,3,3,2
17984,I11796,D0124,3,3,2
17987,I117962,D1411,3,3,1
17988,I117963,D3795,3,3,1
17989,I117964,D4132,3,3,2
17990,I117965,D3150,3,3,1
17991,I117966,D3403,3,3,2
17992,I117967,D1773,3,3,1
17993,I117968,D1773,3,3,1
17994,I117969,D5053,3,3,1
17995,I11797,D0634,3,3,1
17996,I117970,D1626,3,3,1
17997,I117971,D1626,3,3,1
17998,I117972,D1626,3,3,1
18000,I117974,D1865,3,3,0
18001,I117975,D1865,3,3,0
18002,I117976,D1865,3,3,1
18003,I117977,D1865,3,3,1
18004,I117978,D1865,3,3,1
18005,I117979,D1865,3,3,1
18006,I11798,D0634,3,3,0
18007,I117980,D1865,3,3,1
18008,I117981,D1865,3,3,1
18009,I117982,D1865,3,3,1
18010,I117983,D1865,3,3,1
18011,I117984,D1865,3,3,1
18012,I117985,D1865,3,3,0
18013,I117986,D1865,3,3,0
18014,I117987,D1865,3,3,0
18015,I117988,D1865,3,3,1
18016,I117989,D1865,3,3,0
18017,I11799,D0634,3,3,0
18018,I117990,D1865,3,3,1
18019,I117991,D1865,3,3,0
18020,I117992,D1865,3,3,1
18021,I117993,D1865,3,3,1
18022,I117994,D3403,3,3,2
18023,I117995,D1409,3,3,2
18024,I117996,D5248,3,3,0
18026,I117998,D1596,3,3,1
18028,I118,D0016,3,3,0
18029,I1180,D0067,3,3,1
18030,I11800,D0634,3,3,0
18031,I118000,D4157,3,3,0
18032,I118001,D3433,3,3,1
18034,I118003,D0360,3,3,1
18035,I118004,D3546,3,3,1
18036,I118005,D3546,3,3,1
18037,I118006,D2263,3,3,1
18038,I118007,D3879,3,3,1
18039,I118008,D3298,3,3,1
18040,I118009,D1743,3,3,1
18041,I11801,D0634,3,3,0
18042,I118010,D1743,3,3,1
18045,I118013,D3001,3,3,2
18046,I118014,D3403,3,3,2
18048,I118016,D0137,3,3,2
18049,I118017,D3548,3,3,1
18050,I118018,D1411,3,3,1
18052,I11802,D0634,3,3,1
18059,I118026,D2410,3,3,1
18063,I11803,D0634,3,3,0
18074,I11804,D0634,3,3,1
18087,I118051,D5303,3,3,2
18095,I118059,D5439,3,3,2
18097,I118060,D4515,3,3,1
18101,I118064,D5447,3,3,0
18102,I118065,D5447,3,3,0
18103,I118066,D5447,3,3,0
18106,I118069,D2669,3,3,0
18107,I11807,D0336,3,3,0
18110,I118072,D0855,3,3,2
18114,I118076,D1036,3,3,1
18115,I118077,D2475,3,3,2
18116,I118078,D2475,3,3,2
18118,I11808,D0653,3,3,1
18119,I118080,D1355,3,3,2
18120,I118081,D1355,3,3,2
18121,I118082,D1355,3,3,2
18122,I118083,D1355,3,3,2
18123,I118084,D1355,3,3,2
18124,I118085,D1355,3,3,2
18125,I118086,D1355,3,3,2
18126,I118087,D1355,3,3,2
18127,I118088,D1355,3,3,2
18129,I11809,D0220,3,3,1
18130,I118090,D0818,3,3,2
18131,I118091,D1355,3,3,2
18132,I118092,D1355,3,3,2
18133,I118093,D1866,3,3,0
18134,I118094,D1355,3,3,2
18135,I118095,D1355,3,3,2
18136,I118096,D1355,3,3,2
18138,I118098,D1355,3,3,2
18139,I118099,D1355,3,3,2
18140,I1181,D0067,3,3,1
18141,I11810,D0653,3,3,0
18142,I118100,D2197,3,3,1
18148,I118106,D2686,3,3,2
18149,I118107,D0817,3,3,1
18155,I118112,D0018,3,3,1
18158,I118115,D3320,3,3,2
18159,I118116,D4997,3,3,2
18162,I11813,D0653,3,3,0
18163,I11814,D0409,3,3,1
18164,I11815,D0285,3,3,0
18165,I11816,D0512,3,3,1
18166,I11817,D0512,3,3,1
18167,I11818,D0490,3,3,1
18168,I11819,D0190,3,3,1
18171,I11821,D0508,3,3,1
18172,I11822,D0508,3,3,1
18173,I11823,D0497,3,3,2
18174,I11824,D0148,3,3,2
18175,I11825,D0148,3,3,2
18177,I11827,D0508,3,3,0
18179,I118273,D2566,3,3,2
18180,I118274,D1304,3,3,1
18182,I118276,D0123,3,3,0
18183,I118277,D3549,3,3,1
18184,I118278,D0123,3,3,1
18185,I118279,D1409,3,3,2
18186,I11828,D0407,3,3,1
18188,I118281,D4882,3,3,1
18189,I118282,D4882,3,3,0
18191,I118284,D4235,3,3,2
18195,I118288,D0289,3,3,2
18196,I118289,D0289,3,3,2
18197,I11829,D0133,3,3,1
18198,I118290,D1649,3,3,2
18199,I118291,D1649,3,3,2
18200,I118292,D4123,3,3,2
18201,I118293,D1288,3,3,1
18202,I118294,D4903,3,3,1
18203,I118295,D1773,3,3,1
18204,I118296,D3969,3,3,0
18205,I118297,D3446,3,3,0
18206,I118298,D0886,3,3,1
18207,I118299,D0886,3,3,0
18209,I11830,D0133,3,3,1
18216,I118306,D5358,3,3,2
18217,I11831,D0445,3,3,1
18220,I11834,D0334,3,3,0
18221,I11835,D0334,3,3,1
18223,I11837,D0669,3,3,0
18225,I11839,D0676,3,3,0
18227,I11840,D0676,3,3,0
18228,I11841,D0180,3,3,0
18230,I11843,D0669,3,3,1
18233,I11846,D0677,3,3,0
18234,I11847,D0429,3,3,2
18235,I11848,D0429,3,3,2
18236,I11849,D0679,3,3,2
18238,I11850,D0678,3,3,0
18241,I11853,D0117,3,3,1
18242,I11854,D0680,3,3,0
18243,I11855,D0680,3,3,1
18244,I11856,D0680,3,3,1
18245,I11857,D0680,3,3,1
18246,I11858,D0680,3,3,1
18247,I11859,D0669,3,3,0
18248,I1186,D0067,3,3,1
18249,I11860,D0674,3,3,0
18250,I11861,D0634,3,3,1
18251,I11862,D0438,3,3,1
18252,I11863,D0634,3,3,1
18253,I11864,D0634,3,3,0
18254,I11865,D0634,3,3,1
18255,I11866,D0634,3,3,0
18256,I11867,D0634,3,3,1
18257,I11868,D0634,3,3,0
18258,I11869,D0634,3,3,0
18259,I1187,D0067,3,3,1
18264,I11874,D0669,3,3,0
18265,I11875,D0669,3,3,0
18266,I11876,D0669,3,3,0
18267,I11877,D0669,3,3,0
18268,I11878,D0669,3,3,0
18269,I11879,D0669,3,3,1
18270,I1188,D0067,3,3,1
18271,I11880,D0669,3,3,0
18272,I11881,D0680,3,3,1
18273,I11882,D0680,3,3,1
18274,I11883,D0680,3,3,1
18275,I11884,D0680,3,3,1
18276,I11885,D0680,3,3,1
18277,I11886,D0680,3,3,1
18278,I11887,D0669,3,3,0
18279,I11888,D0680,3,3,1
18280,I11889,D0680,3,3,1
18281,I1189,D0033,3,3,2
18282,I11890,D0680,3,3,1
18283,I11891,D0680,3,3,1
18284,I11892,D0348,3,3,0
18285,I11893,D0348,3,3,1
18286,I11894,D0334,3,3,0
18287,I11895,D0149,3,3,2
18288,I11896,D0680,3,3,1
18289,I11897,D0680,3,3,1
18290,I11898,D0680,3,3,1
18291,I11899,D0680,3,3,1
18292,I119,D0016,3,3,0
18293,I1190,D0033,3,3,2
18294,I11900,D0680,3,3,1
18295,I11901,D0642,3,3,2
18296,I11902,D0670,3,3,0
18297,I11903,D0680,3,3,1
18298,I11904,D0680,3,3,1
18299,I11905,D0680,3,3,1
18300,I11906,D0680,3,3,1
18301,I11907,D0680,3,3,1
18302,I11908,D0680,3,3,1
18308,I119087,D2011,3,3,1
18310,I119089,D1134,3,3,2
18311,I11909,D0680,3,3,1
18312,I119090,D1134,3,3,2
18314,I119092,D1134,3,3,2
18315,I119093,D1134,3,3,2
18322,I1191,D0033,3,3,2
18323,I11910,D0607,3,3,2
18332,I11911,D0607,3,3,2
18333,I11912,D0508,3,3,1
18334,I11913,D0508,3,3,0
18335,I11914,D0682,3,3,2
18336,I11915,D0334,3,3,0
18337,I11916,D0636,3,3,1
18340,I11919,D0680,3,3,1
18341,I1192,D0033,3,3,2
18342,I11920,D0680,3,3,1
18343,I11921,D0281,3,3,1
18344,I11922,D0281,3,3,1
18346,I11924,D0680,3,3,1
18347,I11925,D0680,3,3,1
18348,I11926,D0680,3,3,1
18352,I11927,D0680,3,3,1
18353,I11928,D0680,3,3,1
18354,I11929,D0680,3,3,1
18355,I1193,D0033,3,3,2
18356,I11930,D0680,3,3,1
18357,I11931,D0680,3,3,1
18358,I11932,D0680,3,3,1
18359,I11933,D0334,3,3,0
18360,I11934,D0334,3,3,0
18362,I11936,D0522,3,3,2
18366,I1194,D0033,3,3,2
18367,I11940,D0678,3,3,0
18368,I11941,D0678,3,3,0
18369,I11942,D0334,3,3,0
18376,I119427,D5448,3,3,0
18381,I119431,D3323,3,3,1
18383,I119433,D4471,3,3,1
18386,I119436,D5402,3,3,2
18389,I119439,D0040,3,3,1
18391,I119440,D2815,3,3,1
18396,I119445,D5449,3,3,1
18397,I119446,D5449,3,3,1
18398,I119447,D5449,3,3,0
18405,I119453,D3751,3,3,1
18406,I119454,D3751,3,3,1
18407,I119455,D5441,3,3,1
18412,I11946,D0490,3,3,1
18423,I11947,D0490,3,3,1
18425,I119471,D5402,3,3,0
18432,I119478,D2068,3,3,2
18434,I11948,D0232,3,3,1
18438,I119483,D2197,3,3,1
18439,I119484,D3278,3,3,1
18440,I119485,D3536,3,3,2
18441,I119486,D0613,3,3,1
18442,I119487,D1653,3,3,1
18444,I119489,D1653,3,3,1
18453,I119497,D1381,3,3,2
18454,I119498,D4935,3,3,1
18456,I1195,D0033,3,3,2
18457,I11950,D0348,3,3,0
18459,I119501,D1496,3,3,2
18460,I11951,D0348,3,3,0
18462,I11953,D0124,3,3,2
18463,I11954,D0124,3,3,2
18464,I11955,D0668,3,3,1
18465,I11956,D0490,3,3,1
18466,I11957,D0490,3,3,1
18469,I1196,D0033,3,3,2
18470,I11960,D0669,3,3,0
18471,I11961,D0508,3,3,0
18472,I11962,D0083,3,3,1
18473,I11963,D0083,3,3,1
18474,I11964,D0686,3,3,0
18475,I11965,D0610,3,3,0
18476,I11966,D0685,3,3,1
18477,I119660,D3001,3,3,2
18481,I119664,D2033,3,3,2
18483,I119666,D1006,3,3,1
18487,I11967,D0610,3,3,1
18489,I119671,D1125,3,3,2
18491,I119673,D3912,3,3,1
18492,I119674,D0149,3,3,2
18494,I119676,D4525,3,3,1
18495,I119677,D3399,3,3,2
18496,I119678,D3704,3,3,0
18497,I119679,D1066,3,3,1
18498,I11968,D0060,3,3,1
18499,I119680,D3422,3,3,2
18500,I119681,D4566,3,3,2
18503,I119684,D1001,3,3,2
18505,I119686,D5441,3,3,1
18506,I119687,D5441,3,3,1
18509,I11969,D0610,3,3,0
18510,I119690,D3284,3,3,1
18511,I119691,D2804,3,3,1
18513,I119693,D1409,3,3,2
18516,I119696,D1409,3,3,2
18517,I119697,D3010,3,3,2
18518,I119698,D0122,3,3,2
18519,I119699,D3909,3,3,1
18520,I1197,D0033,3,3,2
18521,I11970,D0327,3,3,1
18522,I119700,D1448,3,3,0
18532,I11971,D0674,3,3,0
18543,I11972,D0674,3,3,0
18549,I119725,D5464,3,3,0
18552,I119728,D1536,3,3,1
18556,I119731,D2365,3,3,1
18561,I119736,D3656,3,3,0
18562,I119737,D3656,3,3,2
18564,I119739,D2085,3,3,1
18565,I11974,D0190,3,3,1
18569,I119743,D1773,3,3,2
18572,I119746,D0553,3,3,0
18574,I119748,D0553,3,3,0
18575,I119749,D0553,3,3,0
18576,I11975,D0117,3,3,1
18584,I119757,D0226,3,3,1
18585,I119758,D3448,3,3,2
18587,I11976,D0278,3,3,1
18588,I119760,D3448,3,3,2
18594,I119766,D2720,3,3,2
18598,I11977,D0117,3,3,1
18600,I119771,D2877,3,3,0
18601,I119772,D1581,3,3,2
18605,I119776,D1773,3,3,1
18606,I119777,D1773,3,3,1
18607,I119778,D1773,3,3,1
18608,I119779,D1773,3,3,2
18610,I119780,D1773,3,3,1
18611,I119781,D3912,3,3,1
18612,I119782,D1442,3,3,1
18613,I119783,D0069,3,3,0
18614,I119784,D0069,3,3,0
18616,I119786,D0069,3,3,0
18621,I119790,D1381,3,3,2
18622,I119791,D5153,3,3,1
18623,I119792,D1066,3,3,1
18624,I119793,D2255,3,3,0
18625,I119794,D5065,3,3,0
18626,I119795,D4641,3,3,1
18631,I1198,D0033,3,3,2
18632,I11980,D0307,3,3,1
18633,I119800,D1653,3,3,1
18636,I119803,D2292,3,3,1
18637,I119804,D1409,3,3,2
18639,I119806,D3399,3,3,1
18640,I119807,D3399,3,3,1
18642,I119809,D3912,3,3,1
18643,I11981,D0607,3,3,2
18645,I119811,D2255,3,3,1
18646,I119812,D0133,3,3,1
18647,I119813,D3548,3,3,1
18650,I119816,D2410,3,3,1
18651,I119817,D1094,3,3,2
18653,I119819,D3967,3,3,0
18654,I11982,D0607,3,3,2
18655,I119820,D2362,3,3,2
18662,I119827,D4558,3,3,0
18663,I119828,D0069,3,3,0
18664,I119829,D5303,3,3,2
18665,I11983,D0122,3,3,1
18666,I119830,D2522,3,3,2
18667,I119831,D5208,3,3,0
18668,I119832,D5208,3,3,0
18669,I119833,D5208,3,3,0
18670,I119834,D5208,3,3,0
18671,I119835,D5208,3,3,0
18674,I119838,D5470,3,3,2
18675,I119839,D5470,3,3,2
18676,I11984,D0685,3,3,0
18682,I119845,D0469,3,3,1
18687,I11985,D0685,3,3,1
18693,I11986,D0684,3,3,0
18694,I11987,D0685,3,3,0
18695,I11988,D0409,3,3,1
18696,I11989,D0685,3,3,0
18697,I1199,D0033,3,3,2
18698,I11990,D0684,3,3,1
18699,I11991,D0685,3,3,0
18700,I11992,D0688,3,3,0
18701,I11993,D0124,3,3,2
18702,I11994,D0124,3,3,0
18703,I11995,D0124,3,3,2
18704,I11996,D0668,3,3,0
18705,I11997,D0668,3,3,0
18706,I11998,D0668,3,3,0
18707,I11999,D0326,3,3,1
18708,I12,D0000,3,3,1
18709,I120,D0016,3,3,0
18710,I1200,D0067,3,3,1
18711,I12000,D0607,3,3,2
18712,I12001,D0033,3,3,2
18714,I120014,D0838,3,3,0
18720,I12002,D0607,3,3,2
18722,I120021,D5374,3,3,2
18723,I120022,D5374,3,3,1
18724,I120023,D5374,3,3,2
18725,I120024,D5374,3,3,1
18726,I120025,D5374,3,3,1
18727,I120026,D5374,3,3,2
18730,I120029,D1649,3,3,2
18734,I120032,D4120,3,3,2
18737,I120035,D3399,3,3,1
18738,I120036,D2411,3,3,1
18739,I120037,D2411,3,3,1
18740,I120038,D2411,3,3,1
18741,I120039,D2411,3,3,1
18742,I12004,D0607,3,3,2
18744,I120041,D2411,3,3,1
18745,I120042,D2411,3,3,1
